Número da contratação,Código Classe/Grupo,Valor Total,Status da contratação,Situação da Execução,Título da contratação,Categoria da contratação,UASG Atual,Data estimada para o início do processo de contratação,Data estimada para a conclusão do processo de contratação,Prazo estimado de duração do processo de contratação (dias),Área requisitante,Nº DFD,Prioridade,Nº do Item no DFD,Data da conclusão da Contratação no DFD,Classificação da Contratação,Nome Classe/Grupo,Código PDM material,Nome do PDM material,Código material/serviço,Descrição material/serviço,Unidade Fornecimento,Valor Unitário,Quantidade,IdxValor,ID,ID Futura Contratação,Valor PCA
36/2026,6520,7780.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,BAO - ODONTOP. ORTO. S COLETIVA,98/2025,Médio,4,46142,Material,"Instrumentos, Equipamentos E Suprimentos Dentários",3287.0,Banda Ortodôntica,,,,7780.0,1,1,235.0,102122-36/2026,7780.0
36/2026,6520,4600.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,BAO - ODONTOP. ORTO. S COLETIVA,98/2025,Médio,5,46142,Material,"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS",1328.0,ELÁSTICO ORTODÔNTICO,,,,4600.0,1,1,233.0,102122-36/2026,4600.0
36/2026,6810,85.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,BAB - CIENCIAS BIOLÓGICAS,196/2025,Alto,9,46055,Material,Produtos químicos,18189.0,Álcool Etílico,405780.0,"aspecto físico: líquido límpido, incolor, volátil, característica adicional: hidratado, fórmula química: c2h5oh, grau de pureza: mínimo de 70 °inpm (70% p/p), número de referência química: cas 64-17-5, peso molecular: 46,07, teor alcoólico: mínimo de 77 °gl (77% v/v a 20 °c)",L,8.5,10,1,245.0,102122-36/2026,85.0
36/2026,6520,4750.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,1,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",2712.0,Caneta Alta Rotação,437552.0,"material rolamento: rolamento cerâmica, refrigeração: 3 ou mais furos, tipo cabeça: cabeça padrão, tipo conexão: conexão 2 furos, troca de brocas: botão de pressão(pb), velocidade máxima: velocidade máxima menor ou igual 400.000",UN,950.0,5,1,248.0,102122-36/2026,4750.0
36/2026,6520,350.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,2,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,449702.0,"formato: esférica, material: aço inoxidável diamantada, numeração 2: ref. 1018, tipo corte: corte médio, tipo haste: haste longa",UN,7.0,50,1,249.0,102122-36/2026,350.0
36/2026,6520,300.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,3,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,437784.0,"característica adicional: topo arredondado, formato: tronco cônica, material: aço inoxidável diamantada, numeração americana: 4138, tipo corte: corte extra fino, tipo haste: haste regular",UN,15.0,20,1,250.0,102122-36/2026,300.0
36/2026,6520,300.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,4,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,434997.0,"formato: esférica, material: aço inoxidável diamantada, numeração 2: ref. 1018, tipo corte: corte médio, tipo haste: haste regular",UN,6.0,50,2,251.0,102122-36/2026,300.0
36/2026,6520,180.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,5,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,434996.0,"formato: esférica, material: aço inoxidável diamantada, numeração 2: ref. 1017, tipo corte: corte médio, tipo haste: haste regular",UN,6.0,30,1,252.0,102122-36/2026,180.0
36/2026,6520,180.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,6,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,427327.0,"formato: esférica, material: aço inoxidável diamantada, numeração americana: 1016, tipo corte: corte grosso, tipo haste: haste regular",UN,6.0,30,2,253.0,102122-36/2026,180.0
36/2026,6520,210.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,7,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,413072.0,"formato: chama, material: aço inoxidável diamantada, numeração americana: 1111, tipo corte: corte fino, tipo haste: haste regular",UN,7.0,30,1,254.0,102122-36/2026,210.0
36/2026,6520,300.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,8,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,404644.0,"formato: esférica, material: aço inoxidável diamantada, numeração americana: 1013, tipo corte: corte médio, tipo haste: haste longa",UN,6.0,50,3,255.0,102122-36/2026,300.0
36/2026,6520,300.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,9,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,404050.0,"formato: esférica, material: aço inoxidável diamantada, numeração americana: 1019, tipo corte: corte médio, tipo haste: haste longa",UN,6.0,50,4,256.0,102122-36/2026,300.0
36/2026,6520,390.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,10,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,403745.0,"característica adicional: topo arredondado, formato: tronco cônica, material: aço inoxidável diamantada, numeração americana: 4138, tipo corte: corte fino, tipo haste: haste regular",UN,13.0,30,1,257.0,102122-36/2026,390.0
36/2026,6520,180.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,11,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,403389.0,"característica adicional: picotada, formato: tronco cônica, material: carbide, numeração americana 1: ref. 702, tipo corte: cirúrgica, tipo haste: haste longa",UN,18.0,10,3,258.0,102122-36/2026,180.0
36/2026,6520,180.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,12,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,402949.0,"formato: esférica, material: aço inoxidável diamantada, numeração americana: 1016, tipo corte: corte médio, tipo haste: haste regular",UN,6.0,30,4,259.0,102122-36/2026,180.0
36/2026,6520,300.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,13,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",3905.0,Broca Alta Rotação,402944.0,"formato: esférica, material: aço inoxidável diamantada, numeração americana: 1011, tipo corte: corte médio, tipo haste: haste regular",UN,6.0,50,5,260.0,102122-36/2026,300.0
36/2026,6525,1000.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,14,46097,Material,"Equipamentos e suprimentos de raios-x de uso  médico,  dentário e veterinário",18113.0,Protetor Radiológico,475757.0,"adicional 1: ajustável, impermeável, material: borracha c/ tungstênio, modelo: avental frente longo, ombro e costa longo, proteção tecido: equivalência frente 0,50, ombro e costa 0,25, tamanhos: adulto",UN,1000.0,1,1,246.0,102122-36/2026,1000.0
36/2026,6525,600.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,15,46097,Material,"Equipamentos e suprimentos de raios-x de uso  médico,  dentário e veterinário",18113.0,Protetor Radiológico,475746.0,"adicional 1: ajustável, impermeável, material: borracha plumbífera, modelo: avental curto p/ periapical, proteção tecido: equivalência de 0,50, tamanhos: infantil",UN,600.0,1,1,247.0,102122-36/2026,600.0
36/2026,6520,420.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,16,46097,Material,"Instrumentos, equipamentos e suprimentos dentários",377.0,Alavanca Odontológica,413383.0,"características adicionais: reta, esterilidade: autoclavável, material: aço inoxidável, referência: nº 304, tipo: apical",UN,70.0,6,1,261.0,102122-36/2026,420.0
36/2026,6810,1000.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,246/2025,Alto,17,46097,Material,Produtos químicos,14487.0,Desinfetante,607280.0,"composição: à base de quaternário de amônio, forma física: solução aquosa, princípio ativo: peróxido de hidrogênio, teor ativo: cerca de 5,5% + 4,3%",L,50.0,20,1,244.0,102122-36/2026,1000.0
36/2026,6520,30000.0,Aprovada,,Material Odonto não padronizado,BENS,102122,46034,46142,108,CLINICAS ODONTO,288/2025,Alto,1,46327,Material,"Instrumentos, equipamentos e suprimentos dentários",,,,,,30000.0,1,1,232.0,102122-36/2026,30000.0
